full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_de,md_de,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,mn_grad2_debt,mn_grad4_debt,mn_grad0_debt,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
,4,,2008,2013,5,384,47000,41000,25750,60250,63500,51750,.104,.121,.181,.324,.075,3660,33500,46750,32000,20547,29554,16751,2542,25525,14175,17046,11944,39752,27536
,4,,2008,2014,6,384,49500,43000,26750,63250,66000,54250,.114,.125,.182,.34,.072,3660,34500,48750,33500,20636,29684,17125,2542,25752,13785,17100,11617,39753,27579
,4,,2009,2009,0,455,32000,27500,14750,44000,43000,32750,.081,.189,.305,.329,.108,3656,26250,32750,21250,23228,32151,16058,2433,27257,18018,18043,15832,43861,31041
,4,,2009,2010,1,455,36000,32250,18500,48000,47750,37000,.082,.146,.243,.302,.092,3656,29000,37000,24250,23165,31755,16168,2433,27049,17167,17831,14967,43681,30590
,4,,2009,2011,2,455,38750,34750,20750,50750,51250,40500,.086,.132,.216,.299,.085,3656,31000,39500,26250,22929,31124,16107,2433,26605,16056,17463,13818,42999,29130
,4,,2009,2012,3,455,41750,37250,23000,53750,55750,44000,.09,.125,.2,.302,.079,3656,33250,42000,28500,22877,30847,16155,2433,26438,15117,17261,12863,42812,28542
,4,,2009,2013,4,455,44250,39500,24500,56750,60250,47750,.095,.118,.184,.305,.075,3656,35000,44500,30250,22922,30682,16311,2433,26384,14253,17108,12135,42823,28432
,4,,2009,2014,5,455,47250,41500,26250,60000,63000,50750,.106,.121,.18,.323,.072,3656,36500,46750,31750,23084,30907,16708,2433,26675,13721,17166,11516,43184,28367
,4,,2010,2010,0,460,31500,26250,14500,42750,42000,31000,.084,.192,.316,.358,.126,4141,25250,32500,20500,26056,35966,18361,2766,30725,20374,20190,17474,48046,33977
,4,,2010,2011,1,460,36000,31500,18500,47500,46500,36000,.084,.152,.254,.33,.106,4141,28000,36750,23250,25760,35406,18444,2766,30347,19427,19890,16600,47243,32591
,4,,2010,2012,2,460,39250,35000,20750,51000,51250,40250,.088,.137,.221,.326,.096,4141,29750,40000,25500,25817,35378,18667,2766,30368,18636,19777,15726,47359,32199
,4,,2010,2013,3,460,42000,37250,23000,54000,55500,44250,.092,.129,.201,.325,.09,4141,32000,42500,28000,26164,35479,18758,2766,30463,17936,19706,14884,47595,31873
,4,,2010,2014,4,460,45250,39750,25000,57500,59250,47250,.101,.129,.192,.335,.085,4141,34250,45000,30000,26301,35949,19137,2766,30874,17275,19819,14335,48344,31729
,4,,2011,2011,0,555,30750,26000,14250,41250,40250,30000,.086,.201,.33,.372,.134,4315,23750,31250,20250,26680,37252,18254,2996,31623,21825,21130,18468,49810,35061
,4,,2011,2012,1,555,35500,31250,18250,46750,45750,35500,.082,.157,.26,.331,.113,4315,27500,36250,23750,26997,37429,18596,2996,31849,20940,21119,17846,50519,34789
,4,,2011,2013,2,555,38750,34250,20750,50500,50250,39250,.085,.141,.229,.326,.103,4315,30000,39500,25750,27071,37658,18796,2996,32050,20089,21098,17012,51299,34769
,4,,2011,2014,3,555,42000,37000,23000,54000,54000,42750,.097,.136,.212,.333,.095,4315,32750,42250,27500,27476,38081,19085,2996,32421,19430,21240,16217,51869,34355
,4,,2012,2012,0,640,30500,25500,14250,41250,39500,29000,.084,.204,.337,.379,.142,4559,24250,31250,20000,27567,39016,19750,3195,33385,23484,22157,19371,53866,37616
,4,,2012,2013,1,640,35250,31000,18250,46750,44500,34500,.08,.161,.27,.338,.118,4559,28000,36250,23500,27706,39357,20083,3195,33694,22552,22253,18819,54581,37422
,4,,2012,2014,2,640,39000,34500,20750,50750,48500,38250,.088,.15,.238,.334,.107,4559,30000,39500,25750,28246,39960,20445,3195,34218,21769,22466,18205,55760,37682
,4,,2013,2013,0,694,30250,25250,14000,40750,39250,28750,.082,.209,.344,.383,.147,4705,26000,31750,19250,31795,41285,20410,3350,34582,25027,23392,20578,55092,38270
,4,,2013,2014,1,694,35250,31000,18250,47000,44000,34000,.086,.171,.273,.353,.121,4705,29500,37000,22500,32312,41931,20987,3350,35185,24324,23731,20350,56271,38349
,4,,2014,2014,0,755,30250,25250,14250,40750,37750,27750,.08,.211,.352,.382,.15,4832,27500,32750,18750,35417,44429,19123,3403,35718,25902,24388,21456,57787,39946
,5,,1999,1999,0,273,38000,35250,21500,49000,46500,38250,.051,.117,.192,.25,.093,3970,30000,38250,31250,23289,29817,19122,3092,26634,20665,17560,16668,43016,32309
,5,,1999,2000,1,273,47250,42250,28250,57750,59500,48750,.05,.086,.131,.219,.075,3970,36000,47000,39500,22134,28756,18656,3092,25898,18979,16903,15600,42262,30566
,5,,1999,2001,2,273,54000,47250,31750,66250,68250,56250,.06,.071,.11,.229,.068,3970,39750,53750,44250,21896,28292,18641,3092,25730,17573,16625,14727,42624,29919
,5,,1999,2002,3,273,55000,49000,32000,69250,72750,61000,.069,.076,.113,.249,.067,3970,38500,54250,44500,21631,27481,18123,3092,25087,16137,16041,13601,41829,28465
,5,,1999,2003,4,273,59000,51000,33000,73750,79250,66500,.079,.077,.109,.266,.064,3970,38250,57250,47250,22447,26870,17881,3092,24687,14824,15524,12354,41288,26760
,5,,1999,2004,5,273,62750,53250,34500,78250,85750,72000,.088,.075,.103,.279,.062,3970,43500,60500,49500,22410,26172,17540,3092,24185,13741,14984,11065,40463,26094
,5,,1999,2005,6,273,67250,55750,35750,83000,92500,77000,.095,.076,.103,.29,.06,3970,44000,64000,52250,21722,25564,17316,3092,23761,12735,14443,10045,39841,25133
,5,,1999,2006,7,273,72500,58750,37500,88250,99250,82000,.105,.078,.102,.303,.057,3970,45750,68250,55750,22795,25648,17526,3092,23950,12319,14349,9615,39510,24754
,5,,1999,2007,8,273,75500,60750,37750,92000,105250,86250,.109,.075,.101,.315,.057,3970,45500,70500,57500,24009,25634,17783,3092,24067,12375,14212,9457,39294,24383
,5,,1999,2008,9,273,80750,64250,39750,98000,111250,90750,.12,.08,.104,.334,.054,3970,48000,75000,60250,25495,27148,19071,3092,25526,13161,14911,9807,40904,25536
,5,,1999,2009,10,273,78750,64000,38750,97750,107750,90250,.133,.082,.109,.358,.057,3970,47250,72000,58000,28425,29850,21137,3092,28100,15320,16199,10651,42277,26501
,5,,1999,2010,11,273,82000,64500,39000,100500,111500,92000,.141,.082,.11,.38,.057,3970,47750,74000,59500,29634,30967,22411,3092,29314,16149,16703,10570,42923,26326
,5,,1999,2011,12,273,84250,66000,39750,102500,116250,94250,.145,.086,.113,.383,.056,3970,48750,76250,60750,30424,32156,23351,3092,30303,16611,17205,10520,43373,26117
,5,,1999,2012,13,273,88000,67250,40500,105750,121000,97250,.149,.088,.112,.387,.054,3970,50750,79000,63250,30706,32741,23847,3092,30824,16547,17452,10541,43700,25814
,5,,1999,2013,14,273,89500,69000,40750,109500,125000,100000,.15,.091,.114,.392,.053,3970,51500,80500,64250,32301,33616,24265,3092,31587,16732,17739,10435,44541,25766
