full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_de,md_de,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,mn_grad2_debt,mn_grad4_debt,mn_grad0_debt,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
,6,,2001,2008,7,99,104500,76750,50000,124500,143250,112500,.097,.067,.082,.323,.072,7215,58750,96750,77500,49548,46392,32819,5080,42757,25160,15019,9700,42422,24785
,6,,2001,2009,8,99,105500,77000,49250,125000,144000,112750,.108,.07,.091,.348,.075,7215,47750,96750,77000,48692,46131,32245,5080,42553,25458,14485,9147,42216,24923
,6,,2001,2010,9,99,109500,78000,49250,131250,150750,116500,.115,.074,.089,.363,.073,7215,48500,99500,78750,47823,46536,33179,5080,43081,25726,15055,8017,42686,25392
,6,,2001,2011,10,99,112750,79250,49250,132500,153750,118500,.128,.072,.092,.388,.074,7215,53250,101500,78500,46186,49211,36437,5080,46061,28733,15082,8207,45648,28503
,6,,2001,2012,11,99,115250,79250,49250,137000,158750,121000,.133,.079,.094,.393,.074,7215,56750,103000,79000,48463,50028,36682,5080,46489,29180,15164,7359,46061,29019
,6,,2001,2013,12,99,117750,80500,49750,138250,160000,121500,.14,.077,.098,.408,.074,7215,50750,104000,80250,57149,49766,36804,5080,46534,29341,15150,6417,46094,29312
,6,,2001,2014,13,99,119500,83500,51500,140500,147000,111750,.171,.126,.146,.46,.077,7215,62750,102750,78250,60367,49888,37402,5080,46564,28816,17062,8511,46049,28632
,6,,2002,2002,0,96,56250,48750,34500,67750,76250,62250,.058,.068,.102,.299,.104,6481,33250,53250,48250,42179,53426,36712,4491,48530,33883,13785,9845,48394,33534
,6,,2002,2003,1,96,64000,54000,41250,76250,87250,74000,.06,.063,.079,.275,.087,6481,36250,61000,55250,39192,51987,34941,4491,46883,31772,12118,8636,46744,31600
,6,,2002,2004,2,96,69250,58250,43500,82500,96250,82000,.068,.061,.078,.281,.083,6481,38250,65000,58750,29940,50643,34059,4491,45818,30906,12074,8667,45632,30703
,6,,2002,2005,3,96,75500,62250,44000,90750,106500,89250,.075,.061,.076,.29,.081,6481,44750,70750,61750,29411,49950,33257,4491,45317,29857,11680,8215,45105,29615
,6,,2002,2006,4,96,83250,67000,46250,99750,118500,98000,.076,.064,.075,.284,.076,6481,47500,79250,66750,30408,49053,32015,4491,44543,28415,11293,7228,44300,28151
,6,,2002,2007,5,96,92000,70000,47750,109000,129000,103750,.085,.059,.074,.289,.071,6481,51000,86750,71500,30231,47881,31301,4491,43359,27646,11113,6640,43102,27452
,6,,2002,2008,6,96,100500,75000,49500,120000,138250,111000,.092,.064,.076,.303,.067,6481,54000,94250,76000,29097,47377,31252,4491,43137,27759,10981,6383,42883,27328
,6,,2002,2009,7,96,101750,74250,48250,121250,138750,109750,.101,.069,.083,.328,.067,6481,51000,94250,74500,31125,46627,30285,4491,42145,26896,10770,5947,41872,26630
,6,,2002,2010,8,96,105750,76250,48500,126000,144750,113500,.105,.068,.08,.329,.066,6481,50500,97750,77000,31911,45683,29795,4491,41353,26012,11202,6045,41046,25766
,6,,2002,2011,9,96,109250,77250,48250,128750,147750,113750,.109,.07,.084,.34,.065,6481,50750,99500,78500,25913,44480,30493,4491,41079,25615,10232,5911,40761,25372
,6,,2002,2012,10,96,113000,78250,49000,134500,154750,117250,.114,.076,.091,.35,.065,6481,53500,102000,81250,32371,45442,32277,4491,42456,28508,10398,6228,42103,28079
,6,,2002,2013,11,96,115250,79500,50250,138500,158000,120250,.122,.079,.09,.359,.064,6481,55500,103750,82500,32165,45314,32276,4491,42292,28233,10165,5885,41937,27876
,6,,2002,2014,12,96,118500,82250,51000,141000,147500,113750,.155,.117,.133,.415,.067,6481,56000,103250,81000,37668,45001,32273,4491,41974,27899,10184,5434,41591,27558
,6,,2003,2003,0,99,54750,47750,30500,65250,74250,60250,.063,.075,.113,.301,.095,5841,26500,52750,48500,42291,56528,34885,4127,47776,33783,13252,9834,47541,33469
,6,,2003,2004,1,99,63250,53500,39500,75750,86750,73000,.063,.06,.082,.274,.081,5841,36250,62000,55000,41174,55085,33481,4127,46429,33383,12957,9600,46176,32987
,6,,2003,2005,2,99,70000,57750,42000,83750,96250,80000,.067,.058,.08,.267,.076,5841,39000,69000,59750,41240,54598,32728,4127,45958,32831,12239,8546,45723,32604
,6,,2003,2006,3,99,78500,62500,44250,95000,108000,89750,.071,.058,.076,.265,.07,5841,47250,78250,63750,39144,53678,32119,4127,45262,32100,11859,7714,45004,31659
,6,,2003,2007,4,99,87000,67250,46500,104000,121500,97500,.079,.06,.075,.272,.064,5841,49000,87250,68750,39205,51604,31241,4127,43775,30786,11640,7532,43504,30553
,6,,2003,2008,5,99,94750,73000,48750,113500,129750,104500,.089,.061,.076,.283,.062,5841,51000,95500,72250,38099,51283,30856,4127,43485,29785,11328,7229,43229,29487
,6,,2003,2009,6,99,98250,74000,49250,118000,132000,105000,.107,.073,.086,.318,.062,5841,47750,98000,71500,39054,49673,29635,4127,42131,28382,11005,6493,41878,28119
,6,,2003,2010,7,99,103500,75250,49250,123750,139000,108500,.112,.072,.088,.334,.062,5841,45250,104000,73250,38090,47965,29045,4127,40982,26720,10669,5700,40709,26524
,6,,2003,2011,8,99,107500,76250,49000,128750,144750,110250,.113,.078,.094,.335,.06,5841,48250,107500,76000,38909,46567,28474,4127,39938,25883,10761,5586,39641,25550
,6,,2003,2012,9,99,111250,77500,49500,135000,151000,114500,.117,.079,.097,.344,.06,5841,47250,111750,77000,39188,45967,28622,4127,39781,25377,10832,5522,39470,24961
,6,,2003,2013,10,99,114000,79750,50750,136750,154750,118000,.122,.086,.104,.349,.059,5841,47500,114000,78000,48921,46641,29859,4127,40808,26502,11635,5494,40406,25930
,6,,2003,2014,11,99,117500,81000,51250,142500,144750,108750,.156,.122,.138,.411,.061,5841,43750,111500,79250,51742,46506,29764,4127,40723,26152,11885,5711,40299,25922
,6,,2004,2004,0,109,54250,47250,31750,65500,75000,60250,.067,.077,.114,.301,.088,5515,32500,52250,47500,47664,51826,37071,3868,46434,32587,13130,9334,46141,32328
,6,,2004,2005,1,109,63250,53250,39250,75250,88000,71750,.055,.058,.083,.244,.074,5515,44000,63000,54000,47725,50763,36584,3868,45676,32304,12189,8368,45353,32019
,6,,2004,2006,2,109,71750,58500,43250,86250,100250,83500,.059,.057,.074,.244,.067,5515,55500,71000,60500,46597,49483,36200,3868,44800,31215,11767,7977,44486,30853
,6,,2004,2007,3,109,78750,62000,45250,94500,110500,91000,.064,.057,.073,.248,.063,5515,59250,78500,64500,44698,47539,35077,3868,43173,29605,11194,7611,42869,29282
,6,,2004,2008,4,109,86750,67500,47250,104250,120750,98250,.077,.057,.074,.26,.06,5515,64000,85750,68750,46264,46864,35022,3868,42790,29425,11253,7575,42444,28947
,6,,2004,2009,5,109,88500,69750,47000,106750,121000,99750,.098,.067,.085,.301,.062,5515,66500,85750,67500,45203,45117,34207,3868,41406,28435,10610,6914,41086,28086
,6,,2004,2010,6,109,93500,71500,47250,110750,128000,103500,.104,.071,.087,.318,.061,5515,44000,91250,69500,46084,43631,33355,3868,40161,27018,10196,6210,39847,26817
,6,,2004,2011,7,109,98000,72250,47000,114750,133500,105250,.11,.07,.09,.328,.059,5515,53500,96000,69750,45160,41877,32221,3868,38656,25492,9817,5872,38360,25251
,6,,2004,2012,8,109,102750,74250,47250,121250,140750,110250,.113,.078,.097,.338,.058,5515,48000,100500,72250,45160,40745,31723,3868,37781,24280,9808,5943,37478,23941
,6,,2004,2013,9,109,105750,76750,48000,125750,144250,113250,.122,.077,.097,.346,.058,5515,43250,103750,71000,49289,40561,31948,3868,37800,24607,10046,6069,37491,24216
,6,,2004,2014,10,109,109000,78000,48500,129250,137250,106500,.148,.123,.14,.396,.059,5515,46250,103500,71750,52228,41333,32106,3868,38440,25383,10206,5794,38099,24934
,6,,2005,2005,0,136,50750,44500,25250,64000,71500,56000,.058,.089,.135,.323,.102,5736,36250,48500,45750,45335,54315,36387,4318,48595,36587,12615,8300,48357,36257
,6,,2005,2006,1,136,64250,53000,38750,77000,88250,70750,.053,.059,.083,.252,.08,5736,43250,63250,54250,46205,53233,35832,4318,47785,35696,12216,8553,47559,35331
,6,,2005,2007,2,136,70750,57500,42000,85000,99750,80250,.056,.057,.077,.248,.074,5736,46750,70250,58000,45065,51208,34879,4318,46156,33752,11763,8340,45918,33544
,6,,2005,2008,3,136,78250,64250,45250,94750,108500,90250,.062,.061,.078,.243,.067,5736,53250,77750,62750,44540,50597,34943,4318,45820,32939,11525,8115,45575,32653
,6,,2005,2009,4,136,80750,65750,45250,98250,111750,92250,.074,.061,.079,.27,.067,5736,52750,79500,63000,42741,48614,33782,4318,44105,31507,10682,6795,43875,31164
,6,,2005,2010,5,136,86250,68250,45750,105500,120000,97250,.085,.061,.079,.285,.065,5736,58000,85000,64500,41470,47312,33125,4318,43051,29895,10449,5881,42839,29534
,6,,2005,2011,6,136,92250,70500,45500,112750,127750,102500,.091,.067,.085,.301,.065,5736,62000,91000,66250,40818,45260,32064,4318,41305,27769,10044,5420,41119,27538
,6,,2005,2012,7,136,99250,73250,47000,117750,136250,106750,.104,.072,.088,.318,.063,5736,67250,97000,68750,44126,43688,31054,4318,39929,26240,9891,5074,39732,26053
,6,,2005,2013,8,136,102500,75250,47500,122750,142250,111500,.111,.074,.092,.331,.063,5736,73000,100000,69250,43921,42515,30289,4318,38944,25146,9589,4815,38744,24976
,6,,2005,2014,9,136,108250,78000,48250,131000,136750,105250,.135,.108,.126,.378,.063,5736,69750,102750,70500,50546,42267,30621,4318,38958,25174,9691,4837,38735,24867
,6,,2006,2006,0,136,51750,44750,25750,64750,72250,56250,.066,.093,.139,.346,.109,5997,36250,50000,43000,44487,53260,34556,4667,48551,37421,12945,9708,48294,37232
,6,,2006,2007,1,136,65500,54000,39750,79000,89250,72750,.056,.063,.087,.261,.082,5997,42250,65500,51000,43634,51305,33603,4667,46925,35799,12239,8613,46638,35522
,6,,2006,2008,2,136,73250,60000,44000,87750,99000,82750,.062,.06,.078,.254,.075,5997,45250,73000,55750,43929,51052,33563,4667,46808,34955,12225,8759,46514,34798
,6,,2006,2009,3,136,75250,63000,44750,92250,101750,86250,.071,.068,.085,.275,.075,5997,42000,74500,56250,42039,49446,32702,4667,45475,33370,11820,8342,45200,33195
,6,,2006,2010,4,136,80000,65500,45000,98250,109750,92000,.08,.066,.086,.29,.074,5997,43250,79250,56750,44001,48428,32035,4667,44611,32210,11907,7754,44319,32043
,6,,2006,2011,5,136,85250,67250,44750,103250,118000,96500,.088,.068,.09,.3,.073,5997,46750,84500,57500,43161,46723,31370,4667,43157,30306,12092,7081,42866,30153
,6,,2006,2012,6,136,91250,70250,45750,111500,125500,100500,.097,.071,.094,.312,.07,5997,45000,89750,59250,44063,45671,31349,4667,42364,29062,11868,6727,42076,28926
,6,,2006,2013,7,136,97000,73000,47250,116500,132000,105000,.102,.075,.098,.319,.068,5997,43500,95250,63000,32419,44386,30880,4667,41274,27570,12431,6631,40949,27449
,6,,2006,2014,8,136,102500,75250,48250,123750,131000,102750,.125,.099,.116,.356,.067,5997,45250,97750,65750,31879,43698,30710,4667,40748,26735,12547,6408,40405,26557
,6,,2007,2007,0,100,54000,46750,29750,67500,76000,61750,.061,.087,.127,.322,.104,6230,37000,52750,45250,37785,52009,33682,4740,47226,34949,12418,8354,47018,34508
,6,,2007,2008,1,100,65250,55000,40000,78000,89250,72500,.058,.071,.095,.27,.087,6230,39250,64500,52750,38408,51909,34100,4740,47328,34951,12071,7734,47137,34472
,6,,2007,2009,2,100,66750,57750,40250,82250,92250,78250,.072,.073,.099,.293,.086,6230,37500,65250,52750,37175,50801,33883,4740,46473,33633,11581,7087,46272,33193
,6,,2007,2010,3,100,71500,59500,42250,86750,98750,83000,.08,.069,.095,.299,.082,6230,40750,69750,54000,35763,49662,33905,4740,45644,32342,11759,6934,45421,31855
,6,,2007,2011,4,100,76750,62000,42750,92000,106250,88000,.089,.07,.094,.306,.081,6230,38750,74500,56750,35307,47965,33351,4740,44274,30539,11382,6618,44044,30115
,6,,2007,2012,5,100,81750,64500,44250,97750,114250,93250,.092,.076,.095,.313,.078,6230,36000,80000,57500,33925,46728,33510,4740,43472,29548,11092,6553,43255,29290
,6,,2007,2013,6,100,85500,65500,44250,100750,121750,99500,.094,.078,.1,.316,.077,6230,36250,83250,60750,35252,45521,33902,4740,42707,28172,11316,6557,42441,27906
,6,,2007,2014,7,100,92500,69500,46000,109000,122500,97250,.119,.098,.118,.353,.074,6230,46000,88000,63250,34101,45444,34318,4740,42735,27604,11085,6003,42467,27450
,6,,2008,2008,0,108,59750,51500,35750,72000,81000,66250,.051,.065,.101,.283,.103,6881,33500,59750,46500,40300,55399,36641,5204,50680,37924,13915,11020,50481,37603
,6,,2008,2009,1,108,64250,55500,40250,78250,87750,73500,.061,.067,.092,.282,.096,6881,36250,64000,48750,38663,53694,36379,5204,49406,35395,13636,10251,49224,35320
,6,,2008,2010,2,108,68500,58500,41750,84000,94500,79000,.069,.065,.089,.293,.094,6881,38000,68000,50750,38487,52597,35980,5204,48507,34000,13195,9524,48335,33790
,6,,2008,2011,3,108,73750,61250,42750,90000,102250,84000,.074,.07,.092,.301,.091,6881,38000,73250,52750,39354,50835,35212,5204,47002,32025,13224,9492,46836,31633
,6,,2008,2012,4,108,78250,62750,42500,95000,110500,89750,.077,.065,.086,.303,.088,6881,45000,77750,55500,38465,49591,34931,5204,46059,30980,12885,9476,45892,30495
,6,,2008,2013,5,108,82750,65250,43000,99750,117500,96000,.085,.07,.091,.312,.087,6881,52250,82000,56500,35570,48102,33996,5204,44714,29727,12480,8957,44558,29292
,6,,2008,2014,6,108,89750,69750,45000,107500,118750,95750,.111,.095,.116,.352,.084,6881,53500,86500,58500,35626,46825,34231,5204,43798,28847,12023,8093,43677,28584
,6,,2009,2009,0,130,57750,50250,32250,71500,74500,61250,.068,.091,.127,.339,.117,7511,28250,56250,45750,61122,60017,39595,5230,55447,38219,15367,10254,55270,37956
,6,,2009,2010,1,130,64000,54250,38250,77250,84000,69250,.065,.073,.1,.305,.104,7511,36250,62750,49750,61152,59171,39838,5230,54945,36863,15282,9832,54765,36727
,6,,2009,2011,2,130,68250,57250,39750,82500,90250,75250,.067,.069,.098,.298,.1,7511,42250,67250,51250,59854,57940,39049,5230,53824,34557,15152,9858,53616,34418
,6,,2009,2012,3,130,74500,60750,40500,91250,100250,83000,.073,.073,.097,.308,.094,7511,48000,73250,55250,58767,57196,38938,5230,53256,32806,14020,9079,53097,32656
,6,,2009,2013,4,130,80250,63750,42750,96250,109500,89500,.081,.072,.096,.313,.092,7511,53250,78250,58250,64034,57035,38378,5230,52978,32023,13893,8539,52799,31840
,6,,2009,2014,5,130,87000,67250,44750,104250,114500,91250,.101,.089,.109,.345,.089,7511,57250,83250,60750,71527,56184,38470,5230,52336,30801,13903,7985,52141,30660
,6,,2010,2010,0,127,55250,49000,30500,68000,73750,59250,.075,.093,.133,.39,.134,8611,29750,52750,44500,49579,67042,42103,5769,62026,41503,16233,11325,61799,41212
,6,,2010,2011,1,127,62000,53000,36750,75500,82250,67750,.069,.078,.113,.342,.117,8611,35250,60250,48250,50158,65622,41725,5769,60879,39343,16332,10893,60613,39130
,6,,2010,2012,2,127,67000,56250,39000,82000,91500,75500,.067,.078,.1,.32,.112,8611,41750,65250,51500,48336,65447,41801,5769,60751,37878,15891,11052,60517,37685
,6,,2010,2013,3,127,73500,60500,41250,90250,100750,83250,.077,.079,.101,.325,.105,8611,49000,71500,54000,46742,65366,41855,5769,60712,36549,15791,10185,60476,36353
,6,,2010,2014,4,127,79750,64000,42750,98250,105500,85500,.092,.092,.117,.348,.103,8611,49250,76500,57000,44630,65102,42713,5769,60686,34898,16298,10161,60445,34538
,6,,2011,2011,0,142,54250,47750,29500,65750,70500,56000,.072,.096,.138,.394,.141,8727,40750,52250,43750,33580,66475,43262,5536,61758,39517,15147,11619,61683,39332
,6,,2011,2012,1,142,62250,52500,36500,74500,80250,65250,.066,.079,.109,.345,.118,8727,48500,60750,48000,33404,66523,44114,5536,62032,38270,15163,11534,61997,38164
,6,,2011,2013,2,142,67000,56000,39000,82250,88000,72500,.071,.083,.11,.339,.112,8727,48250,65500,50250,32956,67371,44966,5536,62862,36764,14564,11110,62808,36565
,6,,2011,2014,3,142,73000,59500,41000,88500,93750,76250,.086,.094,.118,.354,.108,8727,52500,70250,52500,31948,67893,45917,5536,63443,35983,15098,11046,63362,35702
,6,,2012,2012,0,152,53750,47750,29500,65500,71250,55500,.074,.097,.14,.414,.145,9279,35500,51250,42750,48658,69560,46364,5778,65438,41011,16383,12554,65234,40945
,6,,2012,2013,1,152,61000,52750,36250,74500,81500,65250,.071,.081,.116,.359,.124,9279,38500,58750,46750,50308,69995,47162,5778,65901,39604,16423,12032,65668,39497
,6,,2012,2014,2,152,67000,57250,39500,81750,87250,71250,.082,.089,.115,.359,.119,9279,44750,64250,49000,50084,71003,48325,5778,66906,38525,17146,12589,66689,38362
,6,,2013,2013,0,152,53500,47500,29750,65750,70000,55500,.07,.096,.145,.412,.152,9858,35750,51750,42250,59797,75289,46732,5941,69390,42233,17557,12822,69172,41965
,6,,2013,2014,1,152,60750,53000,37250,73750,78250,62750,.072,.087,.12,.372,.132,9858,45750,59000,46750,72246,76798,47037,5941,70609,42266,17314,12237,70375,41957
,6,,2014,2014,0,148,54000,48000,30750,67000,68000,54500,.082,.105,.147,.442,.166,10674,32750,52250,39750,51103,82938,47214,6447,75174,45900,18684,11543,74936,45696
,,1,1999,1999,0,146,23250,20500,11500,31500,29750,22500,.114,.325,.474,.301,.062,1379,20500,30500,15750,9269,28093,6882,939,9231,6263,8602,6216,44339,27025
,,1,1999,2000,1,146,27750,24500,14250,37000,36000,28250,.116,.259,.39,.296,.051,1379,24750,34000,18500,9041,28023,6935,939,9093,6253,8452,6220,44237,27205
,,1,1999,2001,2,146,31000,27250,15500,41000,39250,31250,.133,.236,.36,.323,.047,1379,27000,38500,20750,9035,28506,7207,939,9238,6330,8553,6292,45562,26172
,,1,1999,2002,3,146,31250,28000,15750,42000,40500,32250,.151,.24,.355,.36,.047,1379,26750,37750,20250,9047,29834,7247,939,9322,6118,8583,6070,46510,26790
,,1,1999,2003,4,146,32500,28500,15500,43750,41750,32750,.171,.251,.363,.402,.048,1379,27250,38250,20750,8930,30269,7405,939,9352,5759,8569,5709,47696,26147
,,1,1999,2004,5,146,33500,29750,16000,45750,43750,34500,.182,.257,.358,.421,.048,1379,27750,39500,21250,8854,30331,7616,939,9400,5618,8580,5571,47122,26244
,,1,1999,2005,6,146,34750,29750,16750,47000,45000,35500,.182,.248,.352,.422,.046,1379,28500,40000,22500,8855,30623,7895,939,9503,5464,8652,5432,46786,25190
,,1,1999,2006,7,146,36250,31500,17250,49250,47000,37000,.188,.24,.342,.428,.045,1379,29750,41750,23500,9111,30799,8072,939,9776,5503,8875,5466,47984,25028
,,1,1999,2007,8,146,37250,32500,17750,50250,48000,38000,.194,.24,.333,.441,.044,1379,30250,44000,23750,9186,31874,8250,939,9969,5634,9007,5559,47704,25094
,,1,1999,2008,9,146,38500,33000,18500,52250,49000,38750,.206,.245,.334,.457,.044,1379,30750,44250,24250,9830,35101,8646,939,10729,5982,9641,5902,53502,29394
,,1,1999,2009,10,146,38250,32750,17500,51750,47500,37500,.235,.259,.356,.52,.048,1379,29500,43500,22500,10588,38089,8942,939,11595,6441,10370,6307,56286,30948
,,1,1999,2010,11,146,38500,32750,17250,52250,48250,37000,.247,.264,.355,.544,.05,1379,29250,41500,22250,11118,40668,9276,939,12180,6800,10849,6698,56820,31225
,,1,1999,2011,12,146,39500,33250,18000,52500,48500,36750,.255,.275,.364,.559,.05,1379,29500,43000,22750,11526,41312,9720,939,12697,6962,11242,6858,59003,29211
,,1,1999,2012,13,146,40250,34000,17750,54000,49250,37000,.261,.279,.37,.572,.05,1379,30000,41750,23000,11865,42776,10086,939,13048,7081,11563,6973,60741,34409
,,1,1999,2013,14,146,41000,34000,18500,54750,49750,37500,.263,.277,.361,.572,.048,1379,30500,43500,24000,11990,44274,10168,939,13286,7087,11766,6991,59271,33767
,,1,1999,2014,15,146,42500,35500,19250,56500,49250,36500,.277,.299,.377,.597,.05,1379,30750,43000,24500,12443,45334,10496,939,13699,7146,12110,7004,60517,33601
,,1,2000,2000,0,151,23750,21250,12000,32000,31250,23750,.108,.294,.446,.284,.054,1284,21250,30750,16750,9247,25247,7278,917,8951,6444,8554,6400,31517,21990
,,1,2000,2001,1,151,28500,25000,14250,38000,36250,28500,.121,.247,.377,.302,.046,1284,25500,34250,19250,9205,25783,7596,917,8973,6362,8562,6324,31935,20263
,,1,2000,2002,2,151,29000,25750,14250,38750,37500,29750,.145,.251,.378,.345,.047,1284,25250,34250,19000,9040,25329,7738,917,8890,6241,8489,6207,30179,19363
,,1,2000,2003,3,151,30500,27500,14750,41000,39000,31250,.167,.257,.371,.387,.047,1284,26000,34500,19250,8907,25911,7881,917,8854,5863,8436,5836,30692,19762
,,1,2000,2004,4,151,31750,28250,15500,42750,41500,33000,.172,.247,.358,.395,.046,1284,26750,35250,20500,8686,25948,8016,917,8734,5435,8298,5416,30670,19060
,,1,2000,2005,5,151,33250,29500,16750,44500,42750,34000,.179,.246,.348,.405,.044,1284,28000,36250,21250,8672,25811,8255,917,8755,5297,8298,5281,30387,18548
,,1,2000,2006,6,151,35000,30750,17000,47000,44750,35000,.181,.244,.346,.414,.042,1284,29000,38500,22000,8646,26429,8737,917,8903,5192,8436,5174,30279,17823
,,1,2000,2007,7,151,35750,31250,17500,47500,46250,36000,.186,.25,.343,.422,.042,1284,29750,39750,22250,8762,27166,8929,917,9093,5259,8561,5233,32124,18405
,,1,2000,2008,8,151,37500,32750,18500,50250,48000,37250,.201,.242,.336,.447,.041,1284,30250,39500,23750,9116,27942,9239,917,9456,5379,8889,5357,33585,19226
,,1,2000,2009,9,151,37000,32500,17500,49250,46500,36000,.229,.26,.358,.504,.045,1284,28750,38500,22500,9452,28602,9589,917,9879,5618,9264,5561,34021,21332
,,1,2000,2010,10,151,37250,32000,16500,50000,47000,36500,.237,.258,.358,.521,.047,1284,29250,39250,22250,10175,30167,10071,917,10604,5838,9928,5812,35093,22110
,,1,2000,2011,11,151,38250,32500,17750,51000,47000,35750,.246,.275,.368,.537,.046,1284,29250,39000,22500,10498,31509,10410,917,10966,5968,10268,5902,35223,21377
,,1,2000,2012,12,151,39250,33000,17750,51750,48500,36750,.253,.274,.37,.55,.047,1284,30000,40500,22750,10777,30910,10538,917,11147,5938,10474,5896,33907,22355
,,1,2000,2013,13,151,39750,33750,18000,53000,48500,36250,.262,.285,.372,.571,.047,1284,30000,39750,22500,11062,31205,10841,917,11441,6032,10758,5885,34527,22336
,,1,2000,2014,14,151,41250,35000,18750,55250,47750,35750,.275,.302,.382,.593,.047,1284,30500,40000,22750,11309,33084,10669,917,11624,5997,10938,5958,36485,22811
,,1,2001,2001,0,154,25250,21750,11750,33250,32500,24750,.122,.285,.439,.321,.059,1405,22750,32250,17000,9669,28425,7021,1024,9371,6844,8944,6776,33941,22737
,,1,2001,2002,1,154,26750,24000,13000,36250,35000,28000,.139,.262,.396,.351,.054,1405,23750,33500,18250,9448,28479,7091,1024,9225,6602,8779,6567,33895,20559
,,1,2001,2003,2,154,28750,26000,14000,38750,36750,29250,.157,.266,.388,.382,.053,1405,25000,34000,18750,9161,28504,7226,1024,9058,6245,8602,6216,33642,20665
,,1,2001,2004,3,154,30250,26500,14500,41000,38750,30750,.167,.257,.374,.395,.051,1405,26000,34250,19500,8911,28909,7240,1024,8900,5890,8426,5856,34338,20513
,,1,2001,2005,4,154,31750,28250,15750,42750,41000,32250,.173,.248,.365,.407,.05,1405,27250,35500,20500,8660,28565,7268,1024,8776,5509,8276,5488,34908,20009
,,1,2001,2006,5,154,33250,29250,16250,44500,42750,33750,.168,.247,.353,.395,.047,1405,28750,37750,22000,8800,28789,7571,1024,9014,5453,8468,5440,35188,18863
,,1,2001,2007,6,154,34250,29500,16250,45750,44250,34500,.174,.245,.352,.407,.047,1405,29000,38750,22750,8806,29467,7771,1024,9124,5376,8542,5355,35096,19172
,,1,2001,2008,7,154,36250,31250,17250,48250,46000,35500,.19,.246,.348,.432,.046,1405,30500,40500,23250,8963,30214,8112,1024,9417,5417,8783,5389,36686,19169
,,1,2001,2009,8,154,35500,30750,16250,47750,44500,34250,.223,.267,.373,.502,.05,1405,28750,39000,21250,9181,30725,8368,1024,9709,5507,9010,5464,37464,18409
,,1,2001,2010,9,154,36250,31250,16250,48500,45000,34500,.242,.267,.371,.539,.053,1405,28500,40750,21000,9462,31631,8701,1024,10059,5605,9277,5567,39116,20069
,,1,2001,2011,10,154,36750,31250,16500,49500,46000,34750,.244,.274,.374,.543,.052,1405,28750,40750,21000,10104,33180,9035,1024,10753,5941,9871,5880,41187,20221
,,1,2001,2012,11,154,37750,31750,16750,51000,47000,35000,.25,.282,.378,.551,.051,1405,29500,41000,22000,10317,33659,9042,1024,10995,6006,10047,5962,43115,21603
,,1,2001,2013,12,154,38750,33000,17250,52250,48250,35500,.255,.286,.374,.565,.051,1405,30000,41500,22750,10382,33729,9054,1024,11194,6105,10274,6033,44592,22026
,,1,2001,2014,13,154,40250,34000,17500,53250,46750,34750,.272,.304,.385,.593,.053,1405,30250,41500,23000,10416,34319,9029,1024,11309,6040,10335,5964,45959,22560
,,1,2002,2002,0,162,22500,19750,10500,30250,30250,22750,.14,.318,.476,.345,.059,1271,20000,32000,15750,9723,29765,6857,884,9360,6506,8725,6464,37383,23206
,,1,2002,2003,1,162,25750,22750,12750,34500,33000,25500,.148,.286,.428,.358,.052,1271,23000,34750,17250,9402,29042,6774,884,9070,6234,8487,6195,33551,20886
,,1,2002,2004,2,162,27750,24750,13750,36750,35750,27750,.163,.269,.404,.381,.05,1271,24250,35500,18500,9082,28880,6851,884,8883,5915,8279,5886,34281,21650
,,1,2002,2005,3,162,29250,25750,14000,38500,37250,29000,.157,.264,.392,.37,.047,1271,25750,37500,19750,8861,28531,6961,884,8763,5626,8143,5585,33729,22744
,,1,2002,2006,4,162,31500,27500,15250,41250,39500,31250,.169,.254,.37,.39,.045,1271,27250,40000,21250,8869,29699,7227,884,8919,5583,8245,5529,34837,23472
,,1,2002,2007,5,162,32500,28500,15750,42750,41750,32750,.176,.245,.361,.403,.043,1271,27750,39500,21750,8926,29491,7362,884,9038,5547,8354,5507,34264,23509
,,1,2002,2008,6,162,34250,30250,16750,45000,43000,34000,.192,.249,.357,.431,.044,1271,29000,42250,22250,9093,30452,7649,884,9287,5591,8557,5515,34692,23140
,,1,2002,2009,7,162,34000,29750,16250,44500,41750,32500,.226,.267,.382,.496,.048,1271,27750,40500,20750,9014,31170,7910,884,9344,5529,8589,5474,34324,22108
,,1,2002,2010,8,162,34750,30250,16000,45750,43000,33500,.235,.261,.377,.515,.049,1271,27750,41250,20750,9119,31461,8071,884,9480,5446,8681,5404,34931,22868
,,1,2002,2011,9,162,35250,30500,16000,46750,43250,33250,.241,.274,.383,.531,.048,1271,28000,42250,21250,9434,31584,8325,884,9820,5581,8969,5481,34222,23764
,,1,2002,2012,10,162,36500,31500,17000,48250,44500,34250,.247,.282,.382,.539,.047,1271,28750,42500,21500,9913,32449,8507,884,10252,5807,9351,5744,34722,24261
,,1,2002,2013,11,162,37250,32000,17500,48500,45750,34500,.252,.279,.376,.548,.047,1271,29000,41000,22250,10142,33524,8709,884,10523,5899,9535,5821,36593,23486
